,Entity,Code,Year,Solar (% equivalent primary energy)
181,Argentina,ARG,1987,0.0
182,Argentina,ARG,1988,0.0
183,Argentina,ARG,1989,0.0
184,Argentina,ARG,1990,0.0
185,Argentina,ARG,1991,0.0
186,Argentina,ARG,1992,0.0
187,Argentina,ARG,1993,0.0
188,Argentina,ARG,1994,0.0
189,Argentina,ARG,1995,0.0
190,Argentina,ARG,1996,0.0
191,Argentina,ARG,1997,0.0
192,Argentina,ARG,1998,7.3034457
193,Argentina,ARG,1999,1.1056523
194,Argentina,ARG,2000,1.5225888
195,Argentina,ARG,2001,1.851931
196,Argentina,ARG,2002,2.0968526
197,Argentina,ARG,2003,2.6889687
198,Argentina,ARG,2004,2.707599
199,Argentina,ARG,2005,2.9337736
200,Argentina,ARG,2006,3.0835607
201,Argentina,ARG,2007,3.5572175
202,Argentina,ARG,2008,4.5872686
203,Argentina,ARG,2009,2.4896292
204,Argentina,ARG,2010,2.6933396
205,Argentina,ARG,2011,0.00048874883
206,Argentina,ARG,2012,0.0023722528
207,Argentina,ARG,2013,0.0041799652
208,Argentina,ARG,2014,0.004408179
209,Argentina,ARG,2015,0.003967834
210,Argentina,ARG,2016,0.0038529567
211,Argentina,ARG,2017,0.0044105537
212,Argentina,ARG,2018,0.029088747
213,Argentina,ARG,2019,0.2264681
214,Argentina,ARG,2020,0.4008213
215,Argentina,ARG,2021,0.6025807
216,Asia,,1965,0.0
217,Asia,,1966,0.0
218,Asia,,1967,0.0
219,Asia,,1968,0.0
220,Asia,,1969,0.0
221,Asia,,1970,0.0
222,Asia,,1971,0.0
223,Asia,,1972,0.0
224,Asia,,1973,0.0
225,Asia,,1974,0.0
226,Asia,,1975,0.0
227,Asia,,1976,0.0
228,Asia,,1977,0.0
229,Asia,,1978,0.0
230,Asia,,1979,0.0
231,Asia,,1980,0.0
232,Asia,,1981,0.0
233,Asia,,1982,0.0
234,Asia,,1983,0.0
235,Asia,,1984,0.0
236,Asia,,1985,0.0
237,Asia,,1986,0.0
238,Asia,,1987,0.0
239,Asia,,1988,0.0
240,Asia,,1989,0.0
241,Asia,,1990,4.593241
242,Asia,,1991,4.4203825
243,Asia,,1992,0.00016420474
244,Asia,,1993,0.00028991868
245,Asia,,1994,0.00034817727
246,Asia,,1995,0.0004588304
247,Asia,,1996,0.0006440578
248,Asia,,1997,0.0010038152
249,Asia,,1998,0.0014409502
250,Asia,,1999,0.0020489902
251,Asia,,2000,0.0030634506
252,Asia,,2001,0.0042728256
253,Asia,,2002,0.005622545
254,Asia,,2003,0.0070804306
255,Asia,,2004,0.0084752785
256,Asia,,2005,0.009968586
257,Asia,,2006,0.011619605
258,Asia,,2007,0.013044782
259,Asia,,2008,0.015216951
260,Asia,,2009,0.019108338
261,Asia,,2010,0.025318196
262,Asia,,2011,0.0422169
263,Asia,,2012,0.060982265
264,Asia,,2013,0.11088627
265,Asia,,2014,0.21736026
266,Asia,,2015,0.32667458
267,Asia,,2016,0.479574
268,Asia,,2017,0.72763324
269,Asia,,2018,0.995416
270,Asia,,2019,1.2206252
271,Asia,,2020,1.4705601
272,Asia,,2021,1.7145219
273,Asia Pacific,,1965,0.0
274,Asia Pacific,,1966,0.0
275,Asia Pacific,,1967,0.0
276,Asia Pacific,,1968,0.0
277,Asia Pacific,,1969,0.0
278,Asia Pacific,,1970,0.0
279,Asia Pacific,,1971,0.0
280,Asia Pacific,,1972,0.0
281,Asia Pacific,,1973,0.0
282,Asia Pacific,,1974,0.0
283,Asia Pacific,,1975,0.0
284,Asia Pacific,,1976,0.0
285,Asia Pacific,,1977,0.0
286,Asia Pacific,,1978,0.0
287,Asia Pacific,,1979,0.0
288,Asia Pacific,,1980,0.0
289,Asia Pacific,,1981,0.0
290,Asia Pacific,,1982,0.0
291,Asia Pacific,,1983,0.0
292,Asia Pacific,,1984,0.0
293,Asia Pacific,,1985,0.0
294,Asia Pacific,,1986,0.0
295,Asia Pacific,,1987,0.0
296,Asia Pacific,,1988,0.0
297,Asia Pacific,,1989,0.0
298,Asia Pacific,,1990,5.59153
299,Asia Pacific,,1991,0.00012627768
300,Asia Pacific,,1992,0.00035249308
301,Asia Pacific,,1993,0.00052286196
302,Asia Pacific,,1994,0.00061447057
303,Asia Pacific,,1995,0.0007730689
304,Asia Pacific,,1996,0.0010254786
305,Asia Pacific,,1997,0.0014900826
306,Asia Pacific,,1998,0.002060296
307,Asia Pacific,,1999,0.0028027475
308,Asia Pacific,,2000,0.0040397956
309,Asia Pacific,,2001,0.0055178874
310,Asia Pacific,,2002,0.0071229604
311,Asia Pacific,,2003,0.008801314
312,Asia Pacific,,2004,0.010437654
313,Asia Pacific,,2005,0.0121816145
314,Asia Pacific,,2006,0.014139537
315,Asia Pacific,,2007,0.015869422
316,Asia Pacific,,2008,0.018573763
317,Asia Pacific,,2009,0.02375475
318,Asia Pacific,,2010,0.03409765
319,Asia Pacific,,2011,0.058170594
320,Asia Pacific,,2012,0.08074573
321,Asia Pacific,,2013,0.14410746
322,Asia Pacific,,2014,0.27100244
323,Asia Pacific,,2015,0.40203193
324,Asia Pacific,,2016,0.5800181
325,Asia Pacific,,2017,0.86708546
326,Asia Pacific,,2018,1.1667352
327,Asia Pacific,,2019,1.427039
328,Asia Pacific,,2020,1.7189497
329,Asia Pacific,,2021,2.0105531
330,Australia,AUS,1965,0.0
331,Australia,AUS,1966,0.0
332,Australia,AUS,1967,0.0
333,Australia,AUS,1968,0.0
334,Australia,AUS,1969,0.0
335,Australia,AUS,1970,0.0
336,Australia,AUS,1971,0.0
337,Australia,AUS,1972,0.0
338,Australia,AUS,1973,0.0
339,Australia,AUS,1974,0.0
340,Australia,AUS,1975,0.0
341,Australia,AUS,1976,0.0
342,Australia,AUS,1977,0.0
343,Australia,AUS,1978,0.0
344,Australia,AUS,1979,0.0
345,Australia,AUS,1980,0.0
346,Australia,AUS,1981,0.0
347,Australia,AUS,1982,0.0
348,Australia,AUS,1983,0.0
349,Australia,AUS,1984,0.0
350,Australia,AUS,1985,0.0
351,Australia,AUS,1986,0.0
352,Australia,AUS,1987,0.0
353,Australia,AUS,1988,0.0
354,Australia,AUS,1989,0.0
355,Australia,AUS,1990,0.0
356,Australia,AUS,1991,0.0015713469
357,Australia,AUS,1992,0.0034331074
358,Australia,AUS,1993,0.004057215
359,Australia,AUS,1994,0.004654296
360,Australia,AUS,1995,0.0054180315
361,Australia,AUS,1996,0.0063712257
362,Australia,AUS,1997,0.0074453754
363,Australia,AUS,1998,0.008446305
364,Australia,AUS,1999,0.009253798
365,Australia,AUS,2000,0.010590934
366,Australia,AUS,2001,0.012093879
367,Australia,AUS,2002,0.0126825925
368,Australia,AUS,2003,0.013468503
369,Australia,AUS,2004,0.014967943
370,Australia,AUS,2005,0.017064556
371,Australia,AUS,2006,0.01886183
372,Australia,AUS,2007,0.021354998
373,Australia,AUS,2008,0.02553688
374,Australia,AUS,2009,0.053695828
375,Australia,AUS,2010,0.17984296
376,Australia,AUS,2011,0.36254582
377,Australia,AUS,2012,0.43144733
378,Australia,AUS,2013,0.67549014
379,Australia,AUS,2014,0.8583198
380,Australia,AUS,2015,1.0430601
381,Australia,AUS,2016,1.240174
382,Australia,AUS,2017,1.4830128
383,Australia,AUS,2018,2.0125694
384,Australia,AUS,2019,2.8727212
385,Australia,AUS,2020,3.9293382
386,Australia,AUS,2021,5.1371794
387,Austria,AUT,1965,0.0
388,Austria,AUT,1966,0.0
389,Austria,AUT,1967,0.0
390,Austria,AUT,1968,0.0
391,Austria,AUT,1969,0.0
392,Austria,AUT,1970,0.0
393,Austria,AUT,1971,0.0
394,Austria,AUT,1972,0.0
395,Austria,AUT,1973,0.0
396,Austria,AUT,1974,0.0
397,Austria,AUT,1975,0.0
398,Austria,AUT,1976,0.0
399,Austria,AUT,1977,0.0
400,Austria,AUT,1978,0.0
401,Austria,AUT,1979,0.0
402,Austria,AUT,1980,0.0
403,Austria,AUT,1981,0.0
404,Austria,AUT,1982,0.0
405,Austria,AUT,1983,0.0
406,Austria,AUT,1984,0.0
407,Austria,AUT,1985,0.0
408,Austria,AUT,1986,0.0
409,Austria,AUT,1987,0.0
410,Austria,AUT,1988,0.0
411,Austria,AUT,1989,0.0
412,Austria,AUT,1990,0.0
413,Austria,AUT,1991,0.0
414,Austria,AUT,1992,0.0
415,Austria,AUT,1993,0.0008361936
416,Austria,AUT,1994,0.00084134325
417,Austria,AUT,1995,0.00080223364
418,Austria,AUT,1996,0.00080120005
419,Austria,AUT,1997,0.0015766482
420,Austria,AUT,1998,0.0015517782
421,Austria,AUT,1999,0.0015173523
422,Austria,AUT,2000,0.0022638105
423,Austria,AUT,2001,0.003624952
424,Austria,AUT,2002,0.0064722486
425,Austria,AUT,2003,0.010603667
426,Austria,AUT,2004,0.012412875
427,Austria,AUT,2005,0.014155443
428,Austria,AUT,2006,0.015140214
429,Austria,AUT,2007,0.016642988
430,Austria,AUT,2008,0.020161616
431,Austria,AUT,2009,0.03358211
432,Austria,AUT,2010,0.058682047
433,Austria,AUT,2011,0.12207817
434,Austria,AUT,2012,0.22344941
435,Austria,AUT,2013,0.41479012
436,Austria,AUT,2014,0.53879297
437,Austria,AUT,2015,0.6384205
438,Austria,AUT,2016,0.71822053
439,Austria,AUT,2017,0.8086372
440,Austria,AUT,2018,0.943997
441,Austria,AUT,2019,1.0477524
442,Austria,AUT,2020,1.3402594
443,Austria,AUT,2021,1.3500032
444,Azerbaijan,AZE,1990,0.0
445,Azerbaijan,AZE,1991,0.0
446,Azerbaijan,AZE,1992,0.0
447,Azerbaijan,AZE,1993,0.0
448,Azerbaijan,AZE,1994,0.0
449,Azerbaijan,AZE,1995,0.0
450,Azerbaijan,AZE,1996,0.0
451,Azerbaijan,AZE,1997,0.0
452,Azerbaijan,AZE,1998,0.0
453,Azerbaijan,AZE,1999,0.0
454,Azerbaijan,AZE,2000,0.0
455,Azerbaijan,AZE,2001,0.0
456,Azerbaijan,AZE,2002,0.0
457,Azerbaijan,AZE,2003,0.0
458,Azerbaijan,AZE,2004,0.0
459,Azerbaijan,AZE,2005,0.0
460,Azerbaijan,AZE,2006,0.0
461,Azerbaijan,AZE,2007,0.0
462,Azerbaijan,AZE,2008,0.0
463,Azerbaijan,AZE,2009,0.0
464,Azerbaijan,AZE,2010,0.0
465,Azerbaijan,AZE,2011,0.0
466,Azerbaijan,AZE,2012,0.0
467,Azerbaijan,AZE,2013,0.001417802
468,Azerbaijan,AZE,2014,0.0050175292
469,Azerbaijan,AZE,2015,0.0072310963
470,Azerbaijan,AZE,2016,0.05567471
471,Azerbaijan,AZE,2017,0.059466675
472,Azerbaijan,AZE,2018,0.060636796
473,Azerbaijan,AZE,2019,0.06449285
474,Azerbaijan,AZE,2020,0.06958649
475,Azerbaijan,AZE,2021,0.07882303
476,Bangladesh,BGD,1971,0.0
477,Bangladesh,BGD,1972,0.0
478,Bangladesh,BGD,1973,0.0
479,Bangladesh,BGD,1974,0.0
480,Bangladesh,BGD,1975,0.0
481,Bangladesh,BGD,1976,0.0
482,Bangladesh,BGD,1977,0.0
483,Bangladesh,BGD,1978,0.0
484,Bangladesh,BGD,1979,0.0
485,Bangladesh,BGD,1980,0.0
486,Bangladesh,BGD,1981,0.0
487,Bangladesh,BGD,1982,0.0
488,Bangladesh,BGD,1983,0.0
489,Bangladesh,BGD,1984,0.0
490,Bangladesh,BGD,1985,0.0
491,Bangladesh,BGD,1986,0.0
492,Bangladesh,BGD,1987,0.0
493,Bangladesh,BGD,1988,0.0
494,Bangladesh,BGD,1989,0.0
495,Bangladesh,BGD,1990,0.0
496,Bangladesh,BGD,1991,0.0
497,Bangladesh,BGD,1992,0.0
498,Bangladesh,BGD,1993,0.0
499,Bangladesh,BGD,1994,0.0
500,Bangladesh,BGD,1995,0.0
501,Bangladesh,BGD,1996,0.0
502,Bangladesh,BGD,1997,0.0
503,Bangladesh,BGD,1998,0.0
504,Bangladesh,BGD,1999,0.0
505,Bangladesh,BGD,2000,0.0
506,Bangladesh,BGD,2001,0.0
507,Bangladesh,BGD,2002,0.00018171086
508,Bangladesh,BGD,2003,0.0015348764
509,Bangladesh,BGD,2004,0.0031098444
510,Bangladesh,BGD,2005,0.005123462
511,Bangladesh,BGD,2006,0.007471661
512,Bangladesh,BGD,2007,0.012092078
513,Bangladesh,BGD,2008,0.019183535
514,Bangladesh,BGD,2009,0.028650079
515,Bangladesh,BGD,2010,0.049077056
516,Bangladesh,BGD,2011,0.059171308
517,Bangladesh,BGD,2012,0.08551355
518,Bangladesh,BGD,2013,0.11757772
519,Bangladesh,BGD,2014,0.14468744
520,Bangladesh,BGD,2015,0.146962
521,Bangladesh,BGD,2016,0.15931898
522,Bangladesh,BGD,2017,0.17552204
523,Bangladesh,BGD,2018,0.17885798
524,Bangladesh,BGD,2019,0.1907694
525,Bangladesh,BGD,2020,0.23347098
526,Bangladesh,BGD,2021,0.25673142
527,Belarus,BLR,1990,0.0
528,Belarus,BLR,1991,0.0
529,Belarus,BLR,1992,0.0
530,Belarus,BLR,1993,0.0
531,Belarus,BLR,1994,0.0
532,Belarus,BLR,1995,0.0
533,Belarus,BLR,1996,0.0
534,Belarus,BLR,1997,0.0
535,Belarus,BLR,1998,0.0
536,Belarus,BLR,1999,0.0
537,Belarus,BLR,2000,0.0
538,Belarus,BLR,2001,0.0
539,Belarus,BLR,2002,0.0
540,Belarus,BLR,2003,0.0
541,Belarus,BLR,2004,0.0
542,Belarus,BLR,2005,0.0
543,Belarus,BLR,2006,0.0
544,Belarus,BLR,2007,0.0
545,Belarus,BLR,2008,0.0
546,Belarus,BLR,2009,0.0
547,Belarus,BLR,2010,0.0
548,Belarus,BLR,2011,0.0
549,Belarus,BLR,2012,0.0
550,Belarus,BLR,2013,0.000369337
551,Belarus,BLR,2014,0.0018365068
552,Belarus,BLR,2015,0.009081369
553,Belarus,BLR,2016,0.025510399
554,Belarus,BLR,2017,0.085239775
555,Belarus,BLR,2018,0.101608805
556,Belarus,BLR,2019,0.1527846
557,Belarus,BLR,2020,0.15568201
558,Belarus,BLR,2021,0.24279413
559,Belgium,BEL,1965,0.0
560,Belgium,BEL,1966,0.0
561,Belgium,BEL,1967,0.0
562,Belgium,BEL,1968,0.0
563,Belgium,BEL,1969,0.0
564,Belgium,BEL,1970,0.0
565,Belgium,BEL,1971,0.0
566,Belgium,BEL,1972,0.0
567,Belgium,BEL,1973,0.0
568,Belgium,BEL,1974,0.0
569,Belgium,BEL,1975,0.0
570,Belgium,BEL,1976,0.0
571,Belgium,BEL,1977,0.0
572,Belgium,BEL,1978,0.0
573,Belgium,BEL,1979,0.0
574,Belgium,BEL,1980,0.0
575,Belgium,BEL,1981,0.0
576,Belgium,BEL,1982,0.0
577,Belgium,BEL,1983,0.0
578,Belgium,BEL,1984,0.0
579,Belgium,BEL,1985,0.0
580,Belgium,BEL,1986,0.0
581,Belgium,BEL,1987,0.0
582,Belgium,BEL,1988,0.0
583,Belgium,BEL,1989,0.0
584,Belgium,BEL,1990,0.0
585,Belgium,BEL,1991,0.0
586,Belgium,BEL,1992,0.0
587,Belgium,BEL,1993,0.0
588,Belgium,BEL,1994,0.0
589,Belgium,BEL,1995,0.0
590,Belgium,BEL,1996,0.0
591,Belgium,BEL,1997,0.0
592,Belgium,BEL,1998,0.0
593,Belgium,BEL,1999,0.0
594,Belgium,BEL,2000,0.0
595,Belgium,BEL,2001,0.0
596,Belgium,BEL,2002,0.0
597,Belgium,BEL,2003,0.0
598,Belgium,BEL,2004,0.00037782022
599,Belgium,BEL,2005,0.00037839488
600,Belgium,BEL,2006,0.0007510071
601,Belgium,BEL,2007,0.00222304
602,Belgium,BEL,2008,0.015214301
603,Belgium,BEL,2009,0.06390178
604,Belgium,BEL,2010,0.20101435
605,Belgium,BEL,2011,0.44627005
606,Belgium,BEL,2012,0.8500622
607,Belgium,BEL,2013,1.0120784
608,Belgium,BEL,2014,1.1813772
609,Belgium,BEL,2015,1.2267551
610,Belgium,BEL,2016,1.1454145
611,Belgium,BEL,2017,1.2033376
612,Belgium,BEL,2018,1.4224912
613,Belgium,BEL,2019,1.4956864
614,Belgium,BEL,2020,1.9815283
615,Belgium,BEL,2021,1.9378928
616,Brazil,BRA,1965,0.0
617,Brazil,BRA,1966,0.0
618,Brazil,BRA,1967,0.0
619,Brazil,BRA,1968,0.0
620,Brazil,BRA,1969,0.0
621,Brazil,BRA,1970,0.0
622,Brazil,BRA,1971,0.0
623,Brazil,BRA,1972,0.0
624,Brazil,BRA,1973,0.0
625,Brazil,BRA,1974,0.0
626,Brazil,BRA,1975,0.0
627,Brazil,BRA,1976,0.0
628,Brazil,BRA,1977,0.0
629,Brazil,BRA,1978,0.0
630,Brazil,BRA,1979,0.0
631,Brazil,BRA,1980,0.0
632,Brazil,BRA,1981,0.0
633,Brazil,BRA,1982,0.0
634,Brazil,BRA,1983,0.0
635,Brazil,BRA,1984,0.0
636,Brazil,BRA,1985,0.0
637,Brazil,BRA,1986,0.0
638,Brazil,BRA,1987,0.0
639,Brazil,BRA,1988,0.0
640,Brazil,BRA,1989,0.0
641,Brazil,BRA,1990,0.0
642,Brazil,BRA,1991,0.0
643,Brazil,BRA,1992,0.0
644,Brazil,BRA,1993,0.0
645,Brazil,BRA,1994,0.0
646,Brazil,BRA,1995,0.0
647,Brazil,BRA,1996,0.0
648,Brazil,BRA,1997,0.0
649,Brazil,BRA,1998,0.0
650,Brazil,BRA,1999,0.0
651,Brazil,BRA,2000,0.0
652,Brazil,BRA,2001,0.0
653,Brazil,BRA,2002,0.0
654,Brazil,BRA,2003,0.0
655,Brazil,BRA,2004,0.0
656,Brazil,BRA,2005,0.0
657,Brazil,BRA,2006,0.0
658,Brazil,BRA,2007,0.0
659,Brazil,BRA,2008,0.0
660,Brazil,BRA,2009,0.0
661,Brazil,BRA,2010,0.0
662,Brazil,BRA,2011,0.0
663,Brazil,BRA,2012,8.043948
664,Brazil,BRA,2013,0.0003779034
665,Brazil,BRA,2014,0.0012321046
666,Brazil,BRA,2015,0.0046073804
667,Brazil,BRA,2016,0.006778563
668,Brazil,BRA,2017,0.06503355
669,Brazil,BRA,2018,0.26798302
670,Brazil,BRA,2019,0.5029592
671,Brazil,BRA,2020,0.84678334
672,Brazil,BRA,2021,1.2558651
673,Bulgaria,BGR,1965,0.0
674,Bulgaria,BGR,1966,0.0
675,Bulgaria,BGR,1967,0.0
676,Bulgaria,BGR,1968,0.0
677,Bulgaria,BGR,1969,0.0
678,Bulgaria,BGR,1970,0.0
679,Bulgaria,BGR,1971,0.0
680,Bulgaria,BGR,1972,0.0
681,Bulgaria,BGR,1973,0.0
682,Bulgaria,BGR,1974,0.0
683,Bulgaria,BGR,1975,0.0
684,Bulgaria,BGR,1976,0.0
685,Bulgaria,BGR,1977,0.0
686,Bulgaria,BGR,1978,0.0
687,Bulgaria,BGR,1979,0.0
688,Bulgaria,BGR,1980,0.0
689,Bulgaria,BGR,1981,0.0
690,Bulgaria,BGR,1982,0.0
691,Bulgaria,BGR,1983,0.0
692,Bulgaria,BGR,1984,0.0
693,Bulgaria,BGR,1985,0.0
694,Bulgaria,BGR,1986,0.0
695,Bulgaria,BGR,1987,0.0
696,Bulgaria,BGR,1988,0.0
697,Bulgaria,BGR,1989,0.0
698,Bulgaria,BGR,1990,0.0
699,Bulgaria,BGR,1991,0.0
700,Bulgaria,BGR,1992,0.0
701,Bulgaria,BGR,1993,0.0
702,Bulgaria,BGR,1994,0.0
703,Bulgaria,BGR,1995,0.0
704,Bulgaria,BGR,1996,0.0
705,Bulgaria,BGR,1997,0.0
706,Bulgaria,BGR,1998,0.0
707,Bulgaria,BGR,1999,0.0
708,Bulgaria,BGR,2000,0.0
709,Bulgaria,BGR,2001,0.0
710,Bulgaria,BGR,2002,0.0
711,Bulgaria,BGR,2003,0.0
712,Bulgaria,BGR,2004,0.0
713,Bulgaria,BGR,2005,0.0
714,Bulgaria,BGR,2006,0.0
715,Bulgaria,BGR,2007,0.0
716,Bulgaria,BGR,2008,0.0
717,Bulgaria,BGR,2009,0.0041411086
718,Bulgaria,BGR,2010,0.019719703
719,Bulgaria,BGR,2011,0.124206744
720,Bulgaria,BGR,2012,1.047643
721,Bulgaria,BGR,2013,1.8796792
722,Bulgaria,BGR,2014,1.6093578
723,Bulgaria,BGR,2015,1.6620325
724,Bulgaria,BGR,2016,1.7482562
725,Bulgaria,BGR,2017,1.7213968
726,Bulgaria,BGR,2018,1.6324548
727,Bulgaria,BGR,2019,1.8095771
728,Bulgaria,BGR,2020,2.0062544
729,Bulgaria,BGR,2021,1.7911069
730,CIS,,1965,0.0
731,CIS,,1990,0.0
732,CIS,,1991,0.0
733,CIS,,1992,0.0
734,CIS,,1993,0.0
735,CIS,,1994,0.0
736,CIS,,1995,0.0
737,CIS,,1996,0.0
738,CIS,,1997,0.0
739,CIS,,1998,0.0
740,CIS,,1999,0.0
741,CIS,,2000,0.0
742,CIS,,2001,0.0
743,CIS,,2002,0.0
744,CIS,,2003,0.0
745,CIS,,2004,0.0
746,CIS,,2005,0.0
747,CIS,,2006,0.0
748,CIS,,2007,0.0
749,CIS,,2008,0.0
750,CIS,,2009,2.1773675
751,CIS,,2010,6.7771666
752,CIS,,2011,4.8987793
753,CIS,,2012,0.00016778964
754,CIS,,2013,0.0005036712
755,CIS,,2014,0.004679959
756,CIS,,2015,0.010950378
757,CIS,,2016,0.016681671
758,CIS,,2017,0.020144468
759,CIS,,2018,0.023200614
760,CIS,,2019,0.04100371
761,CIS,,2020,0.08577152
762,CIS,,2021,0.09588507
763,Canada,CAN,1965,0.0
764,Canada,CAN,1966,0.0
765,Canada,CAN,1967,0.0
766,Canada,CAN,1968,0.0
767,Canada,CAN,1969,0.0
768,Canada,CAN,1970,0.0
769,Canada,CAN,1971,0.0
